# MAGPI master source catalogue
#
# Generated 2024-08-23-16:45:12
# MAGPIID  -  unique MAGPI identifier
# segID    -  Segmentation ID, which can be matched against values in segim
# xmax     -  x position of maximum flux
# ymax     -  y position of maximum flux
# RAmax    -  Right Ascension of max flux
# Decmax   -  Declination of max flux
# z        -  Redshift. Only robust for QOP=3,4
# QOP      -  Redshift quality [4=great, 3=good, 2=possible, 1=unknown, 0=error]
# mag_rt   -  total r-band magnitude
# mag_it   -  total i-band magnitude
# R50_it   -  Approximate elliptical semi-major axis containing 50% of the flux (arcsec)
# R90_it   -  Approximate elliptical semi-major axis containing 90% of the flux (arcsec)
# axrat_it -  Axial ratio as given by min/maj
# ang_it   -  Orientation of the semi-major axis (cc from Y axis)
MAGPIID,segID,xmax,ymax,RAmax,Decmax,z,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it
1516233354,22,233.50,354.50,217.973006,1.312356,1.0014,3,22.952,22.211,0.844,1.469,0.851,23.69
1516235155,254,235.50,155.50,217.972894,1.301300,0.7134,1,26.326,26.499,0.417,0.585,0.724,157.55
1516237289,108,237.50,289.50,217.972783,1.308745,0.7160,1,26.567,25.724,0.476,0.771,0.794,25.30
1516243158,3,243.50,158.50,217.972450,1.301467,0.0006,6,20.744,20.553,0.422,0.964,0.955,58.85
1516245360,18,245.50,360.50,217.972339,1.312689,0.4522,2,22.974,22.212,0.928,1.861,0.622,54.89
1516247041,33,247.50,41.50,217.972228,1.294967,0.9728,3,23.608,22.929,0.636,1.055,0.919,70.08
1516249240,2,249.50,240.50,217.972116,1.306022,-0.0003,6,20.802,20.260,0.422,0.994,0.960,151.05
1516250335,1,250.50,335.50,217.972061,1.311300,0.3355,4,19.506,18.996,0.881,2.179,0.660,80.83
1516251051,85,251.50,51.50,217.972005,1.295522,0.3554,2,26.002,26.082,0.352,0.491,0.699,57.01
1516251297,31,251.50,297.50,217.972005,1.309189,3.7285,2,24.630,23.923,0.444,0.851,0.929,56.06
1516251342,252,251.50,342.50,217.972005,1.311689,1.3247,2,23.878,23.494,0.504,0.801,0.930,92.80
1516255171,84,255.50,171.50,217.971783,1.302189,0.6388,1,25.483,25.052,0.560,0.878,0.804,80.94
1516256180,68,256.50,180.50,217.971727,1.302689,0.6053,1,25.177,24.810,0.625,1.004,0.659,161.67
1516257235,9,257.50,235.50,217.971672,1.305745,-0.0003,6,23.457,22.667,0.431,0.761,0.881,151.20
1516259301,19,259.50,301.50,217.971561,1.309411,0.4787,3,23.217,22.677,0.522,1.022,0.990,104.13
1516267180,28,267.50,180.50,217.971116,1.302689,0.4847,3,23.362,22.989,0.685,1.336,0.842,129.40
1516268355,30,268.50,355.50,217.971061,1.312411,1.1612,3,23.801,23.498,0.504,0.958,0.887,64.58
1516269038,104,269.50,38.50,217.971005,1.294800,0.3841,1,25.960,25.451,0.391,0.617,0.852,167.38
1516271242,40,271.50,242.50,217.970894,1.306133,0.9718,3,25.406,24.248,0.441,0.839,0.855,171.65
1516276203,10,276.50,203.50,217.970616,1.303967,0.5266,4,22.214,21.823,0.735,1.372,0.655,120.63
1516277318,100,277.50,318.50,217.970560,1.310356,1.3014,3,25.602,25.791,0.479,0.777,0.873,154.37
1516278190,38,278.50,190.50,217.970505,1.303245,1.0948,3,24.126,23.659,0.536,1.034,0.966,113.68
1516282143,188,282.50,143.50,217.970283,1.300633,0.7955,1,25.748,25.655,0.638,0.963,0.540,95.07
1516288347,116,288.50,347.50,217.969949,1.311967,0.8730,1,26.058,25.636,0.388,0.539,0.923,141.30
1516291337,47,291.50,337.50,217.969783,1.311411,0.6326,4,24.023,23.681,0.549,0.972,0.756,166.48
1516302172,77,302.50,172.50,217.969171,1.302245,2.4813,1,25.045,25.374,0.386,0.638,0.875,50.16
1516304127,48,304.50,127.50,217.969060,1.299745,0.7554,3,24.177,23.551,0.472,0.893,0.932,160.66
1516304207,15,304.50,207.50,217.969060,1.304189,1.9220,3,23.118,22.986,0.431,0.884,0.971,132.13
1516305189,253,305.50,189.50,217.969005,1.303189,0.7071,1,26.675,25.751,0.464,0.701,0.881,159.53
1516306095,165,306.50,95.50,217.968949,1.297967,0.9719,2,25.019,24.293,0.965,1.626,0.890,130.86
1516317118,52,317.50,118.50,217.968338,1.299245,0.5713,2,24.750,23.837,0.460,1.087,0.956,117.14
1516317132,94,317.50,132.50,217.968338,1.300022,0.9714,3,24.323,23.783,1.066,1.954,0.626,29.05
1516321190,92,321.50,190.50,217.968115,1.303245,0.9719,3,25.495,24.609,0.759,1.381,0.721,126.57
1516325058,12,325.50,58.50,217.967893,1.295911,0.1370,4,22.058,21.742,0.550,1.353,0.864,3.02
1516328183,60,328.50,183.50,217.967726,1.302856,0.4412,1,25.568,24.730,0.395,0.814,0.831,155.59
1516329171,114,329.50,171.50,217.967671,1.302189,0.0385,1,25.506,24.750,0.759,1.324,0.756,114.42
1516330134,76,330.50,134.50,217.967615,1.300133,0.4862,3,24.083,23.716,0.835,1.603,0.732,50.00
1516332125,70,332.50,125.50,217.967504,1.299633,0.8614,3,24.666,24.023,0.562,1.059,0.861,27.07
1516333184,23,333.50,184.50,217.967449,1.302911,0.2999,1,23.973,23.284,0.459,0.897,0.948,99.13
1516333252,32,333.50,252.50,217.967449,1.306689,0.4849,2,24.170,23.673,0.469,0.940,0.940,8.26
1516333310,82,333.50,310.50,217.967449,1.309911,0.5751,2,24.053,23.770,1.101,1.949,0.597,48.82
1516338062,83,338.50,62.50,217.967171,1.296133,0.3790,3,24.512,24.260,0.525,0.912,0.885,9.30
1516343144,151,343.50,144.50,217.966893,1.300689,1.0973,1,24.397,23.887,0.854,1.456,0.861,65.03
1516346317,247,346.50,317.50,217.966726,1.310300,0.6111,3,24.789,23.781,1.185,1.951,0.536,54.08
1516348327,35,348.50,327.50,217.966615,1.310856,2.0960,2,23.691,23.467,0.572,1.057,0.804,129.84
1516349233,95,349.50,233.50,217.966559,1.305633,0.4352,3,26.173,25.585,0.408,0.607,0.905,82.14
1516349286,249,349.50,286.50,217.966559,1.308578,4.3277,1,25.158,24.478,1.102,1.700,0.549,122.44
1516354276,53,354.50,276.50,217.966282,1.308022,0.7007,1,23.803,23.093,1.255,2.152,0.671,135.31
1516355176,5,355.50,176.50,217.966226,1.302467,-0.0001,6,22.158,20.712,0.399,0.985,0.966,96.04
1516357324,248,357.50,324.50,217.966115,1.310689,0.5943,2,24.962,23.840,1.010,1.571,0.731,8.58
1516366130,78,366.50,130.50,217.965615,1.299911,0.3350,3,24.471,24.572,0.608,0.907,0.620,24.49
1517020061,193,20.50,61.50,218.072597,-1.614082,0.4874,1,24.947,24.082,0.669,1.064,0.803,81.83
1517023286,6,23.50,286.50,218.072430,-1.601582,0.4485,4,19.834,19.101,0.975,2.862,0.827,148.64
1517047075,16,47.50,75.50,218.071096,-1.613305,0.0003,6,22.678,22.520,0.333,0.872,0.839,112.38
1517051117,61,51.50,117.50,218.070874,-1.610971,0.6377,1,26.207,25.184,0.365,0.704,0.598,81.03
1517053124,10,53.50,124.50,218.070763,-1.610582,0.0001,6,22.658,21.434,0.320,0.690,0.959,171.33
1517054283,32,54.50,283.50,218.070707,-1.601749,2.3438,2,23.739,23.227,0.906,2.159,0.694,160.08
1517064062,41,64.50,62.50,218.070151,-1.614027,0.5711,3,23.810,23.336,0.501,0.944,0.843,175.85
1517074194,86,74.50,194.50,218.069595,-1.606693,1.1193,3,26.288,26.137,0.334,0.595,0.798,100.28
1517076217,80,76.50,217.50,218.069484,-1.605416,1.4213,2,26.227,26.069,0.364,0.595,0.806,136.07
1517077316,15,77.50,316.50,218.069429,-1.599916,0.2600,4,20.694,20.561,0.716,1.677,0.726,166.30
1517079064,93,79.50,64.50,218.069318,-1.613916,0.8770,1,25.810,25.898,0.322,0.451,0.819,79.07
1517079340,13,79.50,340.50,218.069318,-1.598582,0.0002,6,22.049,21.579,0.335,0.669,0.904,162.87
1517083140,59,83.50,140.50,218.069095,-1.609693,0.3547,1,25.498,24.858,0.442,0.869,0.780,56.43
1517096210,52,96.50,210.50,218.068373,-1.605805,1.1196,3,25.669,25.358,0.398,0.814,0.658,170.17
1517100210,25,100.50,210.50,218.068150,-1.605805,1.1196,3,24.889,24.143,0.354,0.647,0.874,82.26
1517101284,110,101.50,284.50,218.068095,-1.601693,0.3598,1,26.193,25.530,0.416,0.642,0.866,152.91
1517103049,64,103.50,49.50,218.067984,-1.614749,0.3792,3,24.999,24.691,0.382,0.718,0.792,89.03
1517107078,116,107.50,78.50,218.067761,-1.613138,0.4076,3,26.189,26.368,0.282,0.479,0.831,54.89
1517108306,149,108.50,306.50,218.067706,-1.600471,1.4245,1,25.472,26.459,0.340,0.518,0.686,43.14
1517110316,8,110.50,316.50,218.067595,-1.599916,0.0007,6,21.797,21.589,0.316,0.717,0.926,174.19
1517111148,92,111.50,148.50,218.067539,-1.609249,1.0320,3,26.543,26.154,0.299,0.500,0.739,162.63
1517111281,35,111.50,281.50,218.067539,-1.601860,0.3246,1,24.867,24.608,0.305,0.557,0.933,140.06
1517118174,17,118.50,174.50,218.067150,-1.607805,-0.0001,6,24.485,23.142,0.260,0.544,0.955,173.18
1517119303,36,119.50,303.50,218.067094,-1.600638,0.3982,3,24.591,24.309,0.341,0.642,0.824,16.47
1517122142,49,122.50,142.50,218.066928,-1.609582,0.6692,3,25.023,24.553,0.410,0.688,0.824,85.63
1517122309,39,122.50,309.50,218.066928,-1.600305,0.4498,1,24.755,24.446,0.361,0.807,0.727,89.98
1517126075,31,126.50,75.50,218.066705,-1.613305,2.5931,2,24.447,24.256,0.303,0.686,0.833,26.46
1517126365,5,126.50,365.50,218.066705,-1.597193,0.2860,4,19.242,18.657,1.001,2.664,0.690,84.91
1517128273,47,128.50,273.50,218.066594,-1.602305,0.6552,3,25.158,24.801,0.346,0.723,0.904,73.12
1517130341,85,130.50,341.50,218.066483,-1.598527,0.6932,1,24.583,24.448,0.757,1.167,0.529,104.06
1517138317,71,138.50,317.50,218.066038,-1.599860,4.1000,1,24.676,24.570,0.641,1.240,0.955,149.65
1517142092,69,142.50,92.50,218.065816,-1.612360,0.2427,2,25.699,25.258,0.370,0.795,0.837,125.58
1517143230,7,143.50,230.50,218.065761,-1.604693,0.2867,4,19.499,19.083,1.324,2.506,0.920,21.70
1517148120,192,148.50,120.50,218.065483,-1.610805,0.2867,3,23.608,23.067,0.375,0.730,0.850,108.34
1517149196,70,149.50,196.50,218.065427,-1.606582,0.6309,1,25.638,25.492,0.359,0.629,0.806,136.47
1517153252,33,153.50,252.50,218.065205,-1.603471,0.2869,2,24.889,24.337,0.377,0.692,0.964,78.36
1517156348,50,156.50,348.50,218.065038,-1.598138,4.8061,2,24.223,23.168,0.746,1.470,0.943,2.22
1517157249,57,157.50,249.50,218.064982,-1.603638,0.5707,1,26.088,25.712,0.272,0.459,0.928,58.75
1517157329,27,157.50,329.50,218.064982,-1.599193,1.3725,3,23.833,23.219,0.594,1.382,0.925,179.25
1517159274,14,159.50,274.50,218.064871,-1.602249,0.4056,4,21.049,20.586,1.044,2.272,0.582,87.92
1517163033,125,163.50,33.50,218.064649,-1.615638,1.3388,1,25.414,25.266,0.441,0.677,0.983,159.18
1517166129,199,166.50,129.50,218.064482,-1.610305,0.9063,3,25.140,24.578,0.774,1.122,0.589,100.06
1517168226,102,168.50,226.50,218.064371,-1.604916,5.1775,1,25.883,25.666,0.491,0.865,0.913,167.68
1517168333,96,168.50,333.50,218.064371,-1.598971,3.6637,2,25.695,25.172,0.453,0.752,0.955,84.87
1517175315,22,175.50,315.50,218.063982,-1.599971,0.7215,3,23.710,22.856,0.650,1.754,0.833,33.98
1517177062,91,177.50,62.50,218.063871,-1.614027,0.6943,1,25.706,25.072,0.523,0.901,0.679,10.27
1517179161,28,179.50,161.50,218.063760,-1.608527,0.2872,3,23.465,23.175,0.618,1.266,0.923,80.55
1517186202,26,186.50,202.50,218.063371,-1.606249,1.4221,3,23.449,23.109,0.701,1.269,0.694,149.27
1517188341,65,188.50,341.50,218.063260,-1.598527,5.8609,1,24.519,23.951,0.786,1.374,0.731,35.40
1517190188,1,190.50,188.50,218.063148,-1.607027,0.0000,6,19.737,19.275,0.317,0.974,0.939,82.39
1517191272,94,191.50,272.50,218.063093,-1.602360,1.1975,3,25.929,25.416,0.542,0.899,0.843,59.07
1517191332,74,191.50,332.50,218.063093,-1.599027,0.8347,3,25.505,24.654,0.536,0.965,0.828,67.65
1517192104,44,192.50,104.50,218.063037,-1.611693,0.4087,1,23.828,23.256,1.011,1.750,0.864,69.72
1517195301,79,195.50,301.50,218.062871,-1.600749,0.3929,1,25.102,24.248,1.125,1.873,0.743,104.27
1517196284,114,196.50,284.50,218.062815,-1.601693,0.7172,1,26.029,25.442,0.696,1.166,0.692,71.61
1517197131,195,197.50,131.50,218.062759,-1.610193,0.2866,4,18.582,17.990,1.225,4.472,0.802,107.74
1517200307,75,200.50,307.50,218.062593,-1.600416,0.6304,1,26.242,25.703,0.416,0.688,0.646,37.22
1517203214,37,203.50,214.50,218.062426,-1.605582,1.4241,3,25.298,25.034,0.355,0.773,0.816,111.68
1517204263,78,204.50,263.50,218.062370,-1.602860,0.2960,2,26.135,26.008,0.350,0.601,0.834,33.85
1517206158,198,206.50,158.50,218.062259,-1.608693,0.2870,2,25.083,24.588,0.578,0.864,0.777,38.48
1517210328,148,210.50,328.50,218.062037,-1.599249,0.4317,1,26.595,26.229,0.428,0.648,0.671,35.67
1517211311,3,211.50,311.50,218.061981,-1.600193,0.2856,4,19.897,19.301,0.777,1.964,0.651,42.63
1517214233,53,214.50,233.50,218.061815,-1.604527,0.3008,3,25.622,25.450,0.422,0.738,0.618,169.59
1517214283,106,214.50,283.50,218.061815,-1.601749,1.1976,3,25.815,25.454,0.654,1.035,0.554,31.43
1517220096,76,220.50,96.50,218.061481,-1.612138,0.4381,1,24.870,24.465,0.695,1.320,0.714,124.96
1517223075,87,223.50,75.50,218.061314,-1.613305,0.3861,1,24.593,24.425,1.036,1.806,0.738,70.09
1517224045,42,224.50,45.50,218.061259,-1.614971,0.6545,1,24.993,24.779,0.296,0.574,0.983,63.56
1517224068,194,224.50,68.50,218.061259,-1.613693,5.7415,1,26.015,25.962,0.496,0.830,0.799,128.49
1517225232,21,225.50,232.50,218.061203,-1.604582,1.3420,2,24.582,24.354,0.262,0.532,0.947,109.04
1517231219,81,231.50,219.50,218.060870,-1.605305,0.3838,1,25.062,25.108,0.656,1.032,0.769,22.03
1517234259,82,234.50,259.50,218.060703,-1.603082,0.5160,3,25.736,25.111,0.466,0.847,0.822,111.47
1517237177,60,237.50,177.50,218.060536,-1.607638,0.9370,1,25.714,25.330,0.413,0.750,0.754,131.12
1517237282,45,237.50,282.50,218.060536,-1.601805,1.0603,3,25.510,25.038,0.333,0.585,0.918,40.39
1517239113,46,239.50,113.50,218.060425,-1.611193,0.6688,3,23.908,23.554,0.733,1.745,0.834,119.11
1517240146,72,240.50,146.50,218.060370,-1.609360,0.7500,1,25.338,25.541,0.447,0.790,0.817,132.80
1517246217,56,246.50,217.50,218.060036,-1.605416,0.4555,1,25.376,25.323,0.473,0.877,0.599,16.15
1517255231,66,255.50,231.50,218.059536,-1.604638,0.7651,2,26.231,25.974,0.356,0.671,0.734,12.63
1517262118,97,262.50,118.50,218.059147,-1.610916,0.8273,1,25.589,25.537,0.456,0.765,0.732,154.22
1517265320,18,265.50,320.50,218.058980,-1.599693,0.3008,4,21.070,20.852,1.106,2.162,0.850,19.73
1517265358,4,265.50,358.50,218.058980,-1.597582,0.2853,4,20.913,20.401,0.479,1.212,0.514,115.17
1517270330,99,270.50,330.50,218.058702,-1.599138,0.3006,3,25.495,25.678,0.522,0.785,0.445,46.91
1517271077,43,271.50,77.50,218.058647,-1.613193,2.3972,2,24.959,24.742,0.318,0.682,0.806,112.60
1517271248,103,271.50,248.50,218.058647,-1.603693,0.7487,1,25.977,25.881,0.489,0.728,0.680,125.58
1517271344,48,271.50,344.50,218.058647,-1.598360,1.2882,3,24.497,24.408,0.433,0.842,0.845,82.65
1517272196,62,272.50,196.50,218.058591,-1.606582,0.7104,1,25.997,25.452,0.395,0.629,0.809,156.97
1517273233,11,273.50,233.50,218.058536,-1.604527,0.0001,6,22.667,22.530,0.287,0.687,0.938,143.22
1517281239,20,281.50,239.50,218.058091,-1.604193,0.5220,3,22.745,22.268,0.748,1.546,0.686,45.24
1517286226,51,286.50,226.50,218.057813,-1.604916,0.3028,2,26.474,25.431,0.269,0.493,0.915,108.47
1517295296,175,295.50,296.50,218.057313,-1.601027,0.7389,1,nan,26.158,0.380,0.560,0.900,35.95
1517298059,54,298.50,59.50,218.057146,-1.614193,0.2854,3,23.755,24.116,0.532,1.198,0.768,165.41
1517304315,30,304.50,315.50,218.056813,-1.599971,0.4469,4,23.026,22.755,0.592,1.084,0.931,171.85
1517304323,63,304.50,323.50,218.056813,-1.599527,0.4473,3,24.945,24.698,0.423,0.669,0.781,99.61
1517313221,58,313.50,221.50,218.056312,-1.605193,1.3708,3,24.958,24.522,0.533,0.943,0.729,167.51
1517314070,100,314.50,70.50,218.056257,-1.613582,0.9712,3,25.391,24.936,0.500,0.952,0.752,23.50
1517315228,67,315.50,228.50,218.056201,-1.604805,0.7114,1,25.213,24.816,0.623,1.002,0.552,148.33
1517319032,40,319.50,32.50,218.055979,-1.615693,0.6880,2,24.555,24.493,0.310,0.698,0.664,116.48
1517321136,123,321.50,136.50,218.055868,-1.609916,0.6098,1,26.217,25.897,0.398,0.684,0.809,113.79
1517328229,98,328.50,229.50,218.055479,-1.604749,3.6206,2,26.358,25.833,0.422,0.767,0.752,159.71
1517330134,83,330.50,134.50,218.055368,-1.610027,0.3158,1,25.404,25.343,0.444,0.730,0.880,151.29
1517334220,73,334.50,220.50,218.055145,-1.605249,0.8475,3,26.061,25.660,0.349,0.606,0.747,118.07
1517334346,9,334.50,346.50,218.055145,-1.598249,0.4092,1,22.696,21.985,0.253,0.553,0.844,136.82
1517335120,29,335.50,120.50,218.055090,-1.610805,0.4487,3,23.163,22.779,0.626,1.278,0.667,72.81
1517337329,12,337.50,329.50,218.054979,-1.599193,0.2813,4,20.578,20.283,0.677,1.468,0.881,163.38
1517339107,38,339.50,107.50,218.054867,-1.611527,5.7374,1,24.444,24.140,0.386,0.792,0.745,82.57
1517344080,140,344.50,80.50,218.054589,-1.613027,0.5661,1,26.033,25.769,0.389,0.559,0.913,163.53
1517344196,34,344.50,196.50,218.054590,-1.606582,0.6073,1,24.926,24.453,0.322,0.599,0.878,80.56
1517345209,88,345.50,209.50,218.054534,-1.605860,5.6066,1,26.585,25.849,0.327,0.460,0.910,45.00
1517354309,23,354.50,309.50,218.054034,-1.600305,0.3020,3,23.243,22.763,0.499,1.029,0.847,82.91
1517358327,196,358.50,327.50,218.053811,-1.599305,0.2806,3,23.791,23.395,1.036,1.567,0.483,170.15
1517366312,197,366.50,312.50,218.053367,-1.600138,0.7837,1,25.470,24.264,0.499,0.799,0.809,178.31
1519015315,29,15.50,315.50,218.186627,-1.107357,0.7079,1,23.005,22.982,0.708,1.257,0.533,100.87
1519025281,149,25.50,281.50,218.186071,-1.109246,0.6200,1,23.705,23.656,0.880,1.324,0.803,87.00
1519026304,28,26.50,304.50,218.186015,-1.107969,0.3336,3,21.843,21.356,1.069,2.187,0.662,104.37
1519035126,6,35.50,126.50,218.185515,-1.117857,-0.0002,6,21.463,20.955,0.702,2.398,0.775,175.03
1519039075,18,39.50,75.50,218.185293,-1.120691,0.6267,4,21.893,21.773,1.204,2.590,0.938,105.79
1519053348,54,53.50,348.50,218.184515,-1.105524,3.4085,3,24.712,24.607,0.360,0.561,0.819,173.56
1519054126,8,54.50,126.50,218.184460,-1.117857,0.0000,6,20.791,20.614,2.577,5.075,0.677,177.29
1519054191,47,54.50,191.50,218.184460,-1.114246,2.0472,2,23.473,23.110,1.268,2.062,0.867,133.03
1519062299,27,62.50,299.50,218.184015,-1.108246,0.4016,4,22.113,21.845,1.075,2.537,0.581,1.16
1519063177,51,63.50,177.50,218.183960,-1.115024,2.8843,1,23.314,22.977,1.236,1.969,0.790,156.23
1519066084,48,66.50,84.50,218.183793,-1.120191,0.6263,2,24.965,24.565,0.436,0.968,0.943,29.61
1519067036,37,67.50,36.50,218.183737,-1.122857,1.2306,3,23.573,23.445,0.551,0.998,0.911,71.21
1519075207,147,75.50,207.50,218.183293,-1.113357,0.4134,1,24.783,24.387,0.933,1.551,0.812,62.49
1519086355,126,86.50,355.50,218.182681,-1.105135,1.4455,3,24.729,24.322,0.732,1.174,0.897,84.74
1519088093,75,88.50,93.50,218.182570,-1.119691,1.2405,3,25.465,24.340,0.914,1.570,0.867,92.29
1519089222,130,89.50,222.50,218.182515,-1.112524,0.4957,1,24.756,24.383,0.808,1.287,0.662,60.08
1519089306,52,89.50,306.50,218.182515,-1.107857,0.7194,3,24.945,23.986,0.467,0.908,0.840,51.17
1519090313,62,90.50,313.50,218.182459,-1.107469,0.7558,3,24.875,24.237,0.616,1.343,0.755,117.65
1519092226,148,92.50,226.50,218.182348,-1.112302,0.7695,1,27.134,26.415,0.297,0.464,0.763,20.14
1519092290,105,92.50,290.50,218.182348,-1.108746,3.0832,3,25.107,25.184,0.433,0.692,0.932,26.45
1519094082,104,94.50,82.50,218.182237,-1.120302,3.0829,1,26.384,25.044,0.631,1.137,0.816,104.43
1519098160,121,98.50,160.50,218.182015,-1.115969,0.4414,1,27.306,25.775,0.469,0.706,0.923,121.66
1519100177,49,100.50,177.50,218.181904,-1.115024,1.1946,2,25.417,25.024,0.442,0.793,0.846,170.50
1519101126,85,101.50,126.50,218.181848,-1.117857,1.0028,1,25.515,25.485,0.479,0.789,0.770,42.01
1519104175,65,104.50,175.50,218.181681,-1.115135,1.1945,3,26.199,25.818,0.319,0.541,0.893,16.82
1519106213,95,106.50,213.50,218.181570,-1.113024,0.6882,1,25.457,25.602,0.371,0.592,0.960,112.07
1519114177,55,114.50,177.50,218.181126,-1.115024,0.4021,3,24.942,24.518,0.498,0.910,0.931,13.85
1519116263,61,116.50,263.50,218.181015,-1.110246,0.8501,1,24.760,24.694,0.494,0.843,0.707,94.74
1519125323,16,125.50,323.50,218.180514,-1.106913,0.3146,2,23.750,23.200,0.384,0.819,0.918,89.91
1519128235,92,128.50,235.50,218.180348,-1.111802,1.4360,2,25.130,25.154,0.603,0.975,0.665,8.87
1519131225,108,131.50,225.50,218.180181,-1.112358,0.5211,3,25.242,25.115,0.560,0.908,0.772,77.50
1519132064,122,132.50,64.50,218.180125,-1.121302,0.5574,1,26.199,25.567,0.430,0.720,0.839,101.57
1519132273,74,132.50,273.50,218.180125,-1.109691,0.3577,1,25.236,25.511,0.410,0.641,0.731,16.76
1519132305,102,132.50,305.50,218.180125,-1.107913,1.3091,1,25.521,25.490,0.514,0.866,0.889,170.11
1519134074,277,134.50,74.50,218.180014,-1.120746,3.2470,3,24.705,24.123,0.411,0.783,0.722,72.06
1519135076,9,135.50,76.50,218.179959,-1.120635,0.0001,6,23.052,22.035,0.405,0.769,0.845,79.66
1519136324,44,136.50,324.50,218.179903,-1.106858,1.0724,3,24.545,24.238,0.525,0.947,0.770,169.67
1519141058,73,141.50,58.50,218.179625,-1.121635,1.1766,1,24.690,24.887,0.589,0.939,0.667,9.96
1519142346,42,142.50,346.50,218.179570,-1.105635,0.4046,1,24.269,23.790,0.550,1.004,0.940,2.06
1519143173,97,143.50,173.50,218.179514,-1.115246,1.1902,3,25.096,24.224,0.982,1.676,0.843,17.84
1519145292,109,145.50,292.50,218.179403,-1.108635,0.6078,2,25.924,25.519,0.555,0.941,0.759,63.69
1519147040,78,147.50,40.50,218.179292,-1.122635,0.7977,1,25.452,25.236,0.484,0.818,0.547,170.35
1519151069,115,151.50,69.50,218.179070,-1.121024,0.3617,1,26.160,25.758,0.474,0.776,0.720,156.96
1519153213,66,153.50,213.50,218.178959,-1.113024,0.7748,1,26.000,25.169,0.589,1.018,0.913,127.07
1519153351,59,153.50,351.50,218.178959,-1.105358,0.3865,1,26.119,24.449,0.567,0.986,0.723,109.96
1519154038,26,154.50,38.50,218.178903,-1.122746,0.7088,3,23.591,23.329,0.482,0.956,0.841,167.41
1519163236,70,163.50,236.50,218.178403,-1.111746,0.4509,1,25.928,25.647,0.471,0.830,0.711,159.19
1519164057,103,164.50,57.50,218.178347,-1.121691,1.2680,2,26.034,26.283,0.342,0.566,0.925,59.52
1519164228,82,164.50,228.50,218.178347,-1.112191,0.4956,3,25.412,25.036,0.624,1.015,0.905,138.38
1519164262,11,164.50,262.50,218.178347,-1.110302,0.4010,4,21.928,21.708,0.743,1.294,0.876,104.54
1519174171,276,174.50,171.50,218.177792,-1.115358,0.7723,3,25.168,24.545,0.676,1.079,0.656,73.39
1519181318,274,181.50,318.50,218.177403,-1.107191,4.7688,3,26.293,26.173,0.520,0.817,0.533,113.15
1519182055,72,182.50,55.50,218.177347,-1.121802,0.8284,1,26.458,26.250,0.317,0.481,0.844,128.36
1519182220,272,182.50,220.50,218.177347,-1.112635,-0.0000,6,21.233,20.911,0.419,1.024,0.948,74.59
1519184230,275,184.50,230.50,218.177236,-1.112080,3.6619,3,25.047,24.751,0.658,0.969,0.738,20.88
1519185309,10,185.50,309.50,218.177180,-1.107691,-0.0000,6,23.759,23.073,0.372,0.845,0.959,28.21
1519185336,71,185.50,336.50,218.177180,-1.106191,0.8583,1,25.235,24.915,0.541,0.899,0.793,93.66
1519186345,22,186.50,345.50,218.177125,-1.105691,1.5417,3,22.770,22.324,0.901,1.670,0.763,73.05
1519190054,36,190.50,54.50,218.176903,-1.121858,0.3322,2,24.444,24.337,0.508,0.816,0.784,148.97
1519193298,43,193.50,298.50,218.176736,-1.108302,0.8594,3,25.074,24.223,0.643,1.189,0.525,163.93
1519195265,50,195.50,265.50,218.176625,-1.110135,0.7327,1,25.707,26.111,0.266,0.432,0.953,24.64
1519196050,19,196.50,50.50,218.176569,-1.122080,0.3323,4,23.329,23.468,0.463,0.842,0.900,100.17
1519196199,2,196.50,199.50,218.176569,-1.113802,0.3338,4,18.622,18.010,1.534,4.817,0.901,160.53
1519200073,25,200.50,73.50,218.176347,-1.120802,0.8041,3,23.554,22.449,0.963,1.682,0.575,5.56
1519206095,94,206.50,95.50,218.176014,-1.119580,0.6818,3,26.262,24.968,0.609,1.050,0.912,93.60
1519208201,273,208.50,201.50,218.175902,-1.113691,0.3336,3,22.856,22.324,0.792,1.176,0.738,167.53
1519209163,32,209.50,163.50,218.175847,-1.115802,1.2703,2,24.329,24.117,0.689,1.269,0.772,100.81
1519210139,63,210.50,139.50,218.175791,-1.117135,0.4506,1,25.760,25.649,0.533,0.891,0.583,23.78
1519211048,256,211.50,48.50,218.175736,-1.122191,0.7997,1,26.303,27.164,0.309,0.398,0.740,48.21
1519216134,118,216.50,134.50,218.175458,-1.117413,0.4475,1,26.668,26.775,0.407,0.626,0.631,130.56
1519216306,93,216.50,306.50,218.175458,-1.107858,0.4550,2,24.771,28.447,0.140,0.202,0.882,161.64
1519218333,67,218.50,333.50,218.175347,-1.106358,0.8412,2,26.068,25.031,0.383,0.706,0.869,7.71
1519220068,79,220.50,68.50,218.175236,-1.121080,0.8487,3,27.156,25.791,0.374,0.679,0.767,63.12
1519220267,41,220.50,267.50,218.175236,-1.110024,1.4755,3,24.161,23.982,0.652,1.256,0.663,91.44
1519221058,33,221.50,58.50,218.175180,-1.121635,0.8485,3,24.375,23.397,0.768,1.441,0.582,71.94
1519221327,77,221.50,327.50,218.175180,-1.106691,0.8006,1,26.454,26.258,0.349,0.517,0.827,127.84
1519225180,12,225.50,180.50,218.174958,-1.114858,0.0001,6,23.514,22.903,0.663,1.576,0.738,163.80
