# MAGPI master source catalogue
#
# Generated 2024-08-23-16:45:12
# MAGPIID  -  unique MAGPI identifier
# segID    -  Segmentation ID, which can be matched against values in segim
# xmax     -  x position of maximum flux
# ymax     -  y position of maximum flux
# RAmax    -  Right Ascension of max flux
# Decmax   -  Declination of max flux
# z        -  Redshift. Only robust for QOP=3,4
# QOP      -  Redshift quality [4=great, 3=good, 2=possible, 1=unknown, 0=error]
# mag_rt   -  total r-band magnitude
# mag_it   -  total i-band magnitude
# R50_it   -  Approximate elliptical semi-major axis containing 50% of the flux (arcsec)
# R90_it   -  Approximate elliptical semi-major axis containing 90% of the flux (arcsec)
# axrat_it -  Axial ratio as given by min/maj
# ang_it   -  Orientation of the semi-major axis (cc from Y axis)
MAGPIID,segID,xmax,ymax,RAmax,Decmax,z,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it
1203053101,94,53.50,101.50,175.355260,0.628373,0.6555,1,24.267,23.655,0.776,1.302,0.686,73.12
1203053204,33,53.50,204.50,175.355260,0.634096,0.3070,3,22.358,21.824,1.277,2.189,0.640,118.38
1203056307,75,56.50,307.50,175.355093,0.639818,0.6765,1,25.143,24.899,0.406,0.697,0.809,178.44
1203060081,9,60.50,81.50,175.354871,0.627262,0.2791,4,19.970,19.373,0.842,2.073,0.770,163.00
1203060281,71,60.50,281.50,175.354871,0.638373,0.8218,1,24.826,24.726,0.493,0.951,0.700,31.75
1203066296,49,66.50,296.50,175.354538,0.639207,0.3154,2,23.897,23.511,0.562,1.033,0.874,166.12
1203070184,3,70.50,184.50,175.354316,0.632985,0.3084,4,18.831,18.230,1.348,3.622,0.851,82.24
1203074297,65,74.50,297.50,175.354093,0.639262,0.5963,1,24.530,24.462,0.487,0.853,0.782,177.69
1203076068,15,76.50,68.50,175.353982,0.626540,0.3062,4,20.417,19.997,1.069,2.369,0.624,147.29
1203077029,74,77.50,29.50,175.353927,0.624373,0.7777,2,24.669,23.181,0.851,1.464,0.712,92.66
1203081107,38,81.50,107.50,175.353704,0.628707,0.3059,3,23.714,23.383,0.475,0.930,0.862,86.54
1203081168,26,81.50,168.50,175.353704,0.632096,0.3120,3,22.534,21.997,0.784,1.359,0.758,121.07
1203082351,70,82.50,351.50,175.353649,0.642262,1.0885,2,23.142,22.660,1.032,1.879,0.862,99.75
1203083141,52,83.50,141.50,175.353593,0.630596,0.3145,2,24.361,23.769,0.527,1.215,0.963,76.14
1203087201,8,87.50,201.50,175.353371,0.633929,0.3088,4,20.453,19.889,1.016,2.435,0.719,53.75
1203090320,85,90.50,320.50,175.353204,0.640540,0.4202,1,24.881,23.883,1.008,1.773,0.832,99.73
1203091171,69,91.50,171.50,175.353149,0.632262,1.1009,1,24.471,23.915,0.759,1.492,0.855,42.39
1203092088,228,92.50,88.50,175.353093,0.627651,0.8130,3,25.197,24.094,1.089,1.743,0.814,47.53
1203094051,20,94.50,51.50,175.352982,0.625596,0.3107,3,22.296,21.614,0.660,1.832,0.825,168.54
1203103298,14,103.50,298.50,175.352482,0.639318,0.3076,4,21.234,20.648,0.805,1.961,0.840,179.09
1203104332,112,104.50,332.50,175.352427,0.641207,0.7346,1,25.213,24.447,0.885,1.414,0.770,31.65
1203114179,104,114.50,179.50,175.351871,0.632707,0.3900,1,25.523,24.598,1.034,1.617,0.722,147.19
1203117360,72,117.50,360.50,175.351704,0.642762,1.0601,1,24.802,23.885,0.591,1.001,0.834,136.26
1203121265,138,121.50,265.50,175.351482,0.637485,0.6857,1,26.755,26.640,0.361,0.497,0.627,14.63
1203122346,30,122.50,346.50,175.351426,0.641985,0.1974,3,22.362,22.008,0.884,1.754,0.588,64.56
1203126354,40,126.50,354.50,175.351204,0.642429,1.0883,3,24.766,23.468,0.544,0.989,0.756,76.69
1203130306,101,130.50,306.50,175.350982,0.639762,0.8674,1,25.927,25.282,0.523,0.924,0.864,173.13
1203133153,42,133.50,153.50,175.350815,0.631262,0.7300,1,25.720,24.486,0.301,0.620,0.986,139.87
1203141287,98,141.50,287.50,175.350371,0.638707,0.7835,1,25.530,25.071,0.750,1.188,0.766,170.46
1203150129,145,150.50,129.50,175.349871,0.629929,0.6572,1,26.031,26.222,0.379,0.628,0.818,35.20
1203152196,41,152.50,196.50,175.349760,0.633651,0.2802,4,23.321,23.229,0.892,1.545,0.725,167.67
1203153287,31,153.50,287.50,175.349704,0.638707,0.3069,4,23.330,23.191,0.618,1.247,0.765,12.90
1203155358,230,155.50,358.50,175.349593,0.642651,0.7625,1,25.283,25.504,0.471,0.687,0.720,79.90
1203160077,83,160.50,77.50,175.349315,0.627040,0.6794,1,24.033,23.862,1.065,1.879,0.576,17.08
1203162193,62,162.50,193.50,175.349204,0.633485,4.7829,3,24.433,23.769,0.762,1.159,0.625,159.56
1203183064,43,183.50,64.50,175.348037,0.626318,0.8621,4,24.376,23.997,0.384,0.744,0.963,43.88
1203191233,23,191.50,233.50,175.347593,0.635707,0.3537,4,21.001,20.760,1.752,2.920,0.760,81.74
1203195161,10,195.50,161.50,175.347371,0.631707,0.2788,4,19.161,18.802,1.690,3.295,0.852,61.11
1203195292,44,195.50,292.50,175.347371,0.638985,0.2789,3,24.550,24.125,0.472,0.935,0.883,27.53
1203196133,76,196.50,133.50,175.347315,0.630151,0.4555,1,25.617,25.383,0.424,0.684,0.792,108.88
1203196140,53,196.50,140.50,175.347315,0.630540,0.2786,1,24.938,24.817,0.447,0.727,0.867,44.38
1203196196,2,196.50,196.50,175.347315,0.633651,0.3094,4,18.005,17.415,1.911,5.227,0.755,82.12
1203198286,64,198.50,286.50,175.347204,0.638651,1.0885,3,25.758,24.947,0.492,0.752,0.781,100.31
1203204344,47,204.50,344.50,175.346871,0.641873,1.0912,3,24.758,24.231,0.481,0.906,0.913,100.95
1203206119,55,206.50,119.50,175.346759,0.629373,0.5052,1,24.966,24.287,0.567,1.103,0.801,33.20
1203208079,45,208.50,79.50,175.346648,0.627151,0.3119,1,24.047,23.844,0.564,1.132,0.684,152.82
1203210128,29,210.50,128.50,175.346537,0.629873,0.0001,6,24.795,23.291,0.423,1.075,0.871,44.62
1203214193,229,214.50,193.50,175.346315,0.633485,0.4552,4,21.477,20.817,0.681,1.037,0.918,148.35
1203216219,28,216.50,219.50,175.346204,0.634929,0.3129,2,22.857,22.332,0.822,1.418,0.915,16.30
1203225067,136,225.50,67.50,175.345704,0.626485,0.6944,3,24.597,26.052,0.401,0.573,0.748,8.95
1203228216,68,228.50,216.50,175.345537,0.634762,1.0153,1,24.397,23.997,0.728,1.205,0.822,150.23
1203229123,164,229.50,123.50,175.345482,0.629596,0.8144,1,25.949,25.299,0.586,0.929,0.950,161.60
1203229172,56,229.50,172.50,175.345482,0.632318,0.2652,1,23.310,22.954,1.246,2.177,0.695,165.00
1203230254,51,230.50,254.50,175.345426,0.636873,1.2237,3,24.900,25.396,0.389,0.605,0.656,151.54
1203230310,5,230.50,310.50,175.345426,0.639985,0.3111,4,19.772,19.200,0.950,2.343,0.748,143.92
1203235348,16,235.50,348.50,175.345148,0.642096,0.3605,4,21.187,21.008,0.935,1.843,0.902,9.99
1203243204,36,243.50,204.50,175.344704,0.634096,3.0317,2,23.687,23.565,0.728,1.438,0.680,14.57
1203247089,27,247.50,89.50,175.344482,0.627707,0.3059,4,21.984,21.910,0.880,1.745,0.728,152.78
1203247169,157,247.50,169.50,175.344482,0.632151,0.5250,1,24.866,25.034,0.662,1.017,0.829,170.20
1203259292,59,259.50,292.50,175.343815,0.638985,0.3117,1,24.844,24.143,0.582,1.084,0.850,101.98
1203261176,57,261.50,176.50,175.343704,0.632540,1.1792,1,24.359,24.115,0.639,1.229,0.807,36.77
1203264231,1,264.50,231.50,175.343537,0.635596,-0.0000,6,19.859,18.871,0.413,1.138,0.996,171.74
1203265033,24,265.50,33.50,175.343482,0.624596,0.3101,2,23.073,22.443,0.463,0.946,0.774,80.67
1203269087,88,269.50,87.50,175.343259,0.627596,0.5592,1,25.478,24.602,0.574,1.016,0.840,135.79
1203276130,12,276.50,130.50,175.342870,0.629985,0.3136,4,20.943,20.352,0.622,1.477,0.892,46.64
1203277076,91,277.50,76.50,175.342815,0.626985,0.9410,3,25.032,24.334,0.521,0.892,0.915,152.43
1203281112,50,281.50,112.50,175.342593,0.628985,0.3609,1,23.969,24.080,0.534,1.005,0.740,67.51
1203282274,58,282.50,274.50,175.342537,0.637985,0.3588,1,24.530,25.424,0.330,0.533,0.842,165.85
1203283236,80,283.50,236.50,175.342481,0.635873,1.0073,2,25.190,24.030,0.865,1.398,0.598,94.84
1203287367,18,287.50,367.50,175.342259,0.643151,0.3079,3,21.610,21.264,0.833,1.674,0.607,75.81
1203294215,109,294.50,215.50,175.341870,0.634707,0.3920,3,26.132,25.017,0.601,1.022,0.884,85.98
1203296261,35,296.50,261.50,175.341759,0.637262,0.3157,2,24.070,23.666,0.456,0.858,0.916,40.59
1203298358,67,298.50,358.50,175.341648,0.642651,1.0881,2,23.880,23.500,0.862,1.605,0.586,75.88
1203299069,48,299.50,69.50,175.341593,0.626596,0.3178,2,23.169,22.704,0.724,1.411,0.868,42.68
1203303373,21,303.50,373.50,175.341370,0.643485,0.3108,3,21.573,20.993,1.215,2.293,0.643,103.96
1203305151,7,305.50,151.50,175.341259,0.631151,0.3145,4,19.906,19.298,0.863,2.564,0.912,68.18
1203305228,82,305.50,228.50,175.341259,0.635429,1.0285,3,25.265,25.030,0.530,0.889,0.718,82.91
1203313288,115,313.50,288.50,175.340815,0.638762,0.4954,1,25.015,25.509,0.481,0.704,0.756,11.00
1203318171,231,318.50,171.50,175.340537,0.632262,0.6451,3,24.692,24.213,0.954,1.594,0.832,51.27
1203319192,122,319.50,192.50,175.340481,0.633429,0.4829,1,24.696,24.045,0.894,1.495,0.695,75.99
1203321264,11,321.50,264.50,175.340370,0.637429,0.0002,6,21.867,20.833,0.400,0.928,0.982,49.57
1203323205,19,323.50,205.50,175.340259,0.634151,0.8445,4,21.628,20.687,1.120,2.429,0.766,64.66
1203323244,46,323.50,244.50,175.340259,0.636318,0.3104,1,24.287,23.865,0.494,0.935,0.870,27.89
1203326081,90,326.50,81.50,175.340092,0.627262,0.2295,1,24.868,23.691,0.744,1.412,0.854,38.31
1203327137,79,327.50,137.50,175.340037,0.630373,0.6794,1,24.425,24.236,0.719,1.302,0.735,139.44
1203337311,25,337.50,311.50,175.339481,0.640040,0.3124,3,22.587,22.043,0.614,1.471,0.955,1.16
1203338251,34,338.50,251.50,175.339426,0.636707,0.3116,3,23.885,23.418,0.454,0.855,0.909,67.98
1203340229,86,340.50,229.50,175.339315,0.635485,0.6583,1,24.844,25.131,0.506,0.778,0.599,15.24
1203340277,93,340.50,277.50,175.339315,0.638151,0.7266,1,25.080,26.030,0.328,0.424,0.696,25.45
1203341191,92,341.50,191.50,175.339259,0.633373,0.6836,3,23.902,23.436,1.053,1.810,0.664,153.94
1203351268,32,351.50,268.50,175.338703,0.637651,0.3132,2,23.430,22.948,0.487,0.922,0.921,52.67
1203352194,22,352.50,194.50,175.338648,0.633540,0.3171,3,22.690,22.188,0.479,0.870,0.965,77.10
1203354224,39,354.50,224.50,175.338537,0.635207,0.8920,1,23.949,23.579,0.860,1.578,0.385,173.93
1203356186,4,356.50,186.50,175.338426,0.633096,0.0008,6,20.601,20.414,0.343,0.773,0.836,18.28
1203358274,17,358.50,274.50,175.338315,0.637985,0.7540,1,22.760,22.441,0.437,0.864,0.749,172.35
1204047132,172,47.50,132.50,175.669543,-0.797957,1.2874,1,25.682,25.481,0.467,0.679,0.910,15.76
1204058163,17,58.50,163.50,175.668932,-0.796235,1.1515,3,23.717,23.333,0.534,1.026,0.876,98.35
1204058291,31,58.50,291.50,175.668932,-0.789124,0.9163,3,23.699,22.990,0.878,1.423,0.841,32.92
1204059071,39,59.50,71.50,175.668877,-0.801346,0.5037,4,25.194,24.216,0.496,0.908,0.833,87.88
1204060195,28,60.50,195.50,175.668821,-0.794457,0.2867,1,24.700,24.812,0.451,0.864,0.728,40.64
1204062145,88,62.50,145.50,175.668710,-0.797235,1.4733,2,26.201,26.210,0.361,0.510,0.774,162.45
1204063259,204,63.50,259.50,175.668654,-0.790902,0.6561,1,26.255,25.947,0.492,0.715,0.779,47.00
1204070087,107,70.50,87.50,175.668265,-0.800457,0.8370,3,25.653,25.107,0.569,0.907,0.746,65.92
1204071128,18,71.50,128.50,175.668210,-0.798180,0.3164,4,23.156,22.889,0.850,1.577,0.490,7.65
1204071202,14,71.50,202.50,175.668210,-0.794068,0.7252,4,23.576,23.357,0.689,1.559,0.648,74.02
1204072259,32,72.50,259.50,175.668154,-0.790902,0.6121,1,25.625,24.789,0.400,0.782,0.839,53.71
1204080219,96,80.50,219.50,175.667710,-0.793124,4.5149,1,25.379,27.593,0.179,0.253,0.813,81.74
1204089302,116,89.50,302.50,175.667210,-0.788513,5.3548,1,28.358,26.085,0.456,0.708,0.714,22.94
1204090175,6,90.50,175.50,175.667154,-0.795568,0.7263,4,23.091,22.341,0.487,0.944,0.958,157.92
1204093078,19,93.50,78.50,175.666987,-0.800957,0.5363,4,23.250,22.887,0.669,1.290,0.687,15.38
1204096047,38,96.50,47.50,175.666821,-0.802680,1.4855,2,24.577,24.445,0.524,0.898,0.938,44.88
1204096181,65,96.50,181.50,175.666821,-0.795235,0.3504,3,25.976,25.579,0.424,0.760,0.802,37.42
1204103081,108,103.50,81.50,175.666432,-0.800791,0.1026,1,25.404,25.077,0.585,0.945,0.839,8.64
1204107209,94,107.50,209.50,175.666210,-0.793680,0.5017,2,26.167,25.293,0.655,1.082,0.840,173.03
1204110120,57,110.50,120.50,175.666043,-0.798624,3.5092,3,25.490,25.594,0.436,0.733,0.833,44.64
1204112083,138,112.50,83.50,175.665932,-0.800680,0.4596,1,26.071,25.850,0.397,0.639,0.928,94.56
1204112135,118,112.50,135.50,175.665932,-0.797791,1.0745,2,25.302,24.653,0.925,1.521,0.711,65.28
1204112280,130,112.50,280.50,175.665932,-0.789735,0.6205,1,26.144,26.236,0.375,0.550,0.884,29.63
1204119202,20,119.50,202.50,175.665543,-0.794068,1.2020,1,24.110,23.979,0.530,1.097,0.725,156.13
1204122270,110,122.50,270.50,175.665376,-0.790291,1.0348,2,26.487,26.424,0.337,0.518,0.855,104.21
1204123199,15,123.50,199.50,175.665321,-0.794235,0.5017,4,23.519,23.118,0.742,1.468,0.580,123.98
1204123207,103,123.50,207.50,175.665321,-0.793791,1.0255,1,26.093,26.044,0.435,0.659,0.834,22.07
1204127057,24,127.50,57.50,175.665098,-0.802124,1.4728,2,24.867,24.172,0.532,1.082,0.799,15.08
1204140256,40,140.50,256.50,175.664376,-0.791068,0.3844,1,25.203,25.377,0.436,0.697,0.847,178.74
1204141177,1,141.50,177.50,175.664321,-0.795457,0.1064,4,17.404,16.986,1.892,5.033,0.427,149.93
1204145237,34,145.50,237.50,175.664098,-0.792124,1.1686,3,25.000,24.889,0.506,0.841,0.738,18.31
1204146297,21,146.50,297.50,175.664043,-0.788791,0.8142,4,24.166,23.410,0.631,1.431,0.928,76.67
1204151203,206,151.50,203.50,175.663765,-0.794013,0.0988,1,23.762,23.383,0.486,0.708,0.854,132.28
1204152138,175,152.50,138.50,175.663709,-0.797624,1.2336,1,25.517,25.229,0.793,1.241,0.756,136.52
1204153198,205,153.50,198.50,175.663654,-0.794291,0.7252,3,23.180,22.742,0.390,0.528,0.897,124.30
1204155253,69,155.50,253.50,175.663543,-0.791235,3.2941,3,25.769,25.821,0.438,0.683,0.835,54.80
1204169060,23,169.50,60.50,175.662765,-0.801957,4.4204,1,24.535,24.812,0.385,0.754,0.867,47.53
1204172282,61,172.50,282.50,175.662598,-0.789624,0.5923,1,25.762,25.324,0.651,1.004,0.985,134.27
1204173240,46,173.50,240.50,175.662543,-0.791957,0.7530,3,25.977,25.520,0.442,0.829,0.873,179.95
1204178101,203,178.50,101.50,175.662265,-0.799680,0.2779,2,26.584,27.008,0.285,0.398,0.832,17.13
1204178353,11,178.50,353.50,175.662265,-0.785680,0.5550,3,22.530,21.909,0.755,1.463,0.911,19.30
1204188284,177,188.50,284.50,175.661709,-0.789513,0.7969,1,26.423,24.947,0.941,1.469,0.752,177.20
1204198199,3,198.50,199.50,175.661154,-0.794235,0.3156,4,18.865,18.372,1.990,3.837,0.691,174.34
1204199337,132,199.50,337.50,175.661098,-0.786568,4.5237,1,26.445,28.329,0.127,0.183,0.805,37.03
1204202075,59,202.50,75.50,175.660931,-0.801124,1.0116,1,25.682,25.795,0.419,0.660,0.783,64.24
1204203068,52,203.50,68.50,175.660876,-0.801513,2.9393,2,24.989,25.319,0.495,0.824,0.881,147.28
1204206169,41,206.50,169.50,175.660709,-0.795902,2.9416,3,25.888,25.680,0.372,0.674,0.893,105.26
1204212085,53,212.50,85.50,175.660376,-0.800568,0.7972,1,25.190,25.843,0.392,0.611,0.897,53.21
1204213219,2,213.50,219.50,175.660320,-0.793124,0.2537,4,19.552,19.178,0.850,1.989,0.872,35.06
1204217145,70,217.50,145.50,175.660098,-0.797235,1.0745,3,26.234,26.274,0.323,0.465,0.961,136.59
1204228274,26,228.50,274.50,175.659487,-0.790068,0.3471,4,24.579,24.555,0.562,1.071,0.671,133.02
1204230157,55,230.50,157.50,175.659376,-0.796568,0.3681,1,25.816,25.974,0.361,0.652,0.789,118.62
1204231140,45,231.50,140.50,175.659320,-0.797513,0.3391,1,25.501,26.384,0.268,0.374,0.995,26.91
1204235184,13,235.50,184.50,175.659098,-0.795068,0.8836,4,24.359,23.558,0.513,1.098,0.812,175.88
1204236221,22,236.50,221.50,175.659042,-0.793013,0.3161,3,24.137,23.909,0.827,1.489,0.427,133.34
1204238125,153,238.50,125.50,175.658931,-0.798346,0.3376,1,25.987,25.848,0.610,0.939,0.666,169.23
1204239328,5,239.50,328.50,175.658876,-0.787068,0.6228,4,22.585,22.191,0.567,1.088,0.852,168.87
1204241066,4,241.50,66.50,175.658764,-0.801624,0.6110,4,21.485,20.850,0.946,1.827,0.857,42.19
1204243046,35,243.50,46.50,175.658653,-0.802735,0.2780,1,24.614,24.545,0.453,0.734,0.886,123.20
1204249179,30,249.50,179.50,175.658320,-0.795346,0.4879,4,24.711,24.589,0.531,0.969,0.659,64.99
1204251268,197,251.50,268.50,175.658209,-0.790402,0.7596,1,26.624,26.733,0.422,0.678,0.803,140.38
1204251284,196,251.50,284.50,175.658209,-0.789513,0.7171,1,26.655,26.765,0.426,0.620,0.735,63.84
1204252255,84,252.50,255.50,175.658153,-0.791124,0.5007,2,25.628,25.608,0.530,0.861,0.733,85.32
1204253114,74,253.50,114.50,175.658098,-0.798957,4.5961,1,25.885,25.326,0.515,0.858,0.868,83.42
1204255120,120,255.50,120.50,175.657987,-0.798624,1.2366,1,25.745,24.967,0.797,1.329,0.565,68.38
1204256305,60,256.50,305.50,175.657931,-0.788346,0.9601,2,25.575,24.885,0.603,0.963,0.689,86.74
1204258052,68,258.50,52.50,175.657820,-0.802402,3.9229,3,25.296,25.685,0.297,0.483,0.898,1.13
1204261231,50,261.50,231.50,175.657653,-0.792457,0.1502,3,25.462,25.490,0.440,0.728,0.960,95.77
1204266138,95,266.50,138.50,175.657375,-0.797624,0.6095,3,24.930,24.955,0.666,1.109,0.937,98.93
1204279139,10,279.50,139.50,175.656653,-0.797568,0.6229,4,22.965,22.369,0.556,1.024,0.908,106.20
1204282041,36,282.50,41.50,175.656486,-0.803013,0.5360,3,24.892,23.823,0.665,1.155,0.919,10.52
1204283143,7,283.50,143.50,175.656431,-0.797346,0.6244,4,22.481,21.923,0.611,1.067,0.873,128.27
1204284079,87,284.50,79.50,175.656375,-0.800902,0.8998,1,26.446,25.668,0.454,0.810,0.760,93.31
1204285088,54,285.50,88.50,175.656320,-0.800402,0.3979,1,25.779,25.247,0.411,0.789,0.833,98.15
1204287155,77,287.50,155.50,175.656209,-0.796680,0.3810,1,25.626,26.563,0.295,0.453,0.755,156.58
1204298191,56,298.50,191.50,175.655597,-0.794680,0.5040,4,25.556,25.142,0.445,0.842,0.798,72.55
1204299163,145,299.50,163.50,175.655542,-0.796235,0.7053,1,26.970,27.414,0.263,0.368,0.811,72.96
1204299243,33,299.50,243.50,175.655542,-0.791791,0.3502,4,24.994,24.950,0.420,0.830,0.868,5.80
1204303249,62,303.50,249.50,175.655320,-0.791457,0.3577,1,25.766,25.376,0.495,0.830,0.762,31.16
1204310204,109,310.50,204.50,175.654931,-0.793957,1.0152,1,26.952,25.654,0.674,1.082,0.824,136.29
1204315089,29,315.50,89.50,175.654653,-0.800346,1.0138,1,24.316,23.919,0.664,1.414,0.915,171.99
1204318195,91,318.50,195.50,175.654486,-0.794457,0.9369,1,26.613,25.400,0.665,1.114,0.695,131.76
1204322219,42,322.50,219.50,175.654264,-0.793124,1.1535,2,26.023,25.441,0.453,0.746,0.803,116.74
1204326275,37,326.50,275.50,175.654042,-0.790013,0.4043,3,24.566,24.332,0.593,0.983,0.761,145.35
1204331311,9,331.50,311.50,175.653764,-0.788013,0.2545,4,22.138,22.047,0.691,1.418,0.920,10.43
1204333191,97,333.50,191.50,175.653653,-0.794680,0.7000,1,26.516,26.051,0.406,0.656,0.873,86.92
1204334201,12,334.50,201.50,175.653597,-0.794124,0.3348,1,24.226,23.529,0.399,0.865,0.926,33.92
1204335112,71,335.50,112.50,175.653542,-0.799068,0.4979,1,26.196,26.206,0.361,0.551,0.756,103.12
1204336212,27,336.50,212.50,175.653486,-0.793513,1.1522,2,24.787,24.439,0.504,0.874,0.795,137.81
1204337323,44,337.50,323.50,175.653431,-0.787346,0.7858,1,25.315,25.326,0.374,0.672,0.916,137.65
1204347243,73,347.50,243.50,175.652875,-0.791791,0.3506,4,25.719,25.611,0.475,0.805,0.766,104.72
1204349096,137,349.50,96.50,175.652764,-0.799957,1.2358,3,26.844,26.701,0.293,0.433,0.796,107.04
1204349158,16,349.50,158.50,175.652764,-0.796513,0.8480,4,23.855,23.776,0.428,0.806,0.850,81.66
1204355300,8,355.50,300.50,175.652430,-0.788624,0.0778,4,21.083,20.778,1.311,2.858,0.863,171.80
1204361213,43,361.50,213.50,175.652097,-0.793457,0.8706,2,25.641,24.966,0.391,0.589,0.915,2.83
1204366157,25,366.50,157.50,175.651819,-0.796568,0.8479,2,24.841,24.149,0.465,0.778,0.753,159.64
1205039296,52,39.50,296.50,178.088597,-0.821303,0.0001,6,28.752,24.404,0.391,0.680,0.902,25.46
1205047357,33,47.50,357.50,178.088153,-0.817914,0.4816,3,24.045,23.478,0.538,0.994,0.781,68.16
1205051123,72,51.50,123.50,178.087931,-0.830914,0.0048,1,24.492,24.258,0.759,1.152,0.907,11.57
1205053208,74,53.50,208.50,178.087820,-0.826192,0.7100,1,24.584,24.269,0.783,1.368,0.904,147.07
1205063140,21,63.50,140.50,178.087264,-0.829970,1.0094,3,23.346,23.270,0.531,1.008,0.759,134.62
1205066193,28,66.50,193.50,178.087097,-0.827025,0.0002,6,25.074,23.681,0.410,1.074,0.925,22.70
1205071314,146,71.50,314.50,178.086819,-0.820303,0.8894,1,25.684,24.819,0.778,1.262,0.878,1.56
1205071347,6,71.50,347.50,178.086819,-0.818470,0.0004,6,21.789,21.618,0.431,1.265,0.991,148.01
1205075069,14,75.50,69.50,178.086597,-0.833914,0.9728,4,22.374,21.915,0.672,1.370,0.869,111.04
1205077132,61,77.50,132.50,178.086486,-0.830414,0.4838,3,25.464,25.562,0.350,0.599,0.853,88.29
1205079228,19,79.50,228.50,178.086375,-0.825081,2.9430,1,23.122,22.843,0.691,1.213,0.655,167.43
1205082204,41,82.50,204.50,178.086208,-0.826414,0.2804,1,24.081,23.663,0.598,1.004,0.799,43.75
1205085186,105,85.50,186.50,178.086042,-0.827414,5.1874,1,25.091,24.561,0.900,1.426,0.789,74.39
1205093221,2,93.50,221.50,178.085597,-0.825470,0.2910,4,19.186,18.634,1.207,3.499,0.730,12.65
1205094238,30,94.50,238.50,178.085542,-0.824525,0.2918,2,23.080,22.542,0.951,1.823,0.800,39.63
1205094315,13,94.50,315.50,178.085542,-0.820248,0.0009,2,23.400,23.029,0.446,1.134,0.829,7.05
1205097055,23,97.50,55.50,178.085375,-0.834692,0.2902,3,23.429,23.101,0.716,1.570,0.691,43.01
1205098037,214,98.50,37.50,178.085319,-0.835692,0.7808,1,23.809,23.800,0.787,1.225,0.706,86.68
1205106086,184,106.50,86.50,178.084875,-0.832970,0.7018,1,26.464,25.709,0.549,0.875,0.645,109.41
1205110313,38,110.50,313.50,178.084653,-0.820359,0.5884,3,24.961,24.433,0.416,0.770,0.803,25.22
1205113041,215,113.50,41.50,178.084486,-0.835470,0.3698,1,24.281,24.072,0.698,1.182,0.812,108.52
1205117227,113,117.50,227.50,178.084264,-0.825137,0.7412,1,26.071,25.746,0.437,0.695,0.857,177.23
1205118127,39,118.50,127.50,178.084208,-0.830692,1.2014,3,25.800,24.358,0.429,0.794,0.945,37.67
1205120134,53,120.50,134.50,178.084097,-0.830303,0.6455,3,24.737,24.353,0.668,1.269,0.704,61.69
1205121057,213,121.50,57.50,178.084041,-0.834581,0.5348,1,27.090,26.200,0.280,0.380,0.886,61.28
1205124316,36,124.50,316.50,178.083875,-0.820192,0.9731,3,23.821,23.177,0.681,1.208,0.773,129.20
1205130226,129,130.50,226.50,178.083541,-0.825192,1.2036,2,26.129,25.655,0.433,0.687,0.836,16.82
1205134065,66,134.50,65.50,178.083319,-0.834137,0.7142,1,25.973,25.855,0.366,0.597,0.862,40.90
1205140311,160,140.50,311.50,178.082986,-0.820470,3.8040,1,26.348,25.964,0.490,0.735,0.876,66.24
1205152316,27,152.50,316.50,178.082319,-0.820192,0.2433,3,24.130,23.808,0.507,0.914,0.789,171.40
1205169271,24,169.50,271.50,178.081374,-0.822692,1.3059,3,25.405,23.887,0.473,0.958,0.729,89.92
1205171252,20,171.50,252.50,178.081263,-0.823748,1.0184,3,23.880,23.670,0.541,0.964,0.633,91.49
1205172356,48,172.50,356.50,178.081208,-0.817970,1.4242,2,25.283,25.008,0.469,0.842,0.723,80.64
1205173297,92,173.50,297.50,178.081152,-0.821248,0.6200,1,25.972,25.109,0.748,1.199,0.841,72.42
1205177229,26,177.50,229.50,178.080930,-0.825025,1.4224,3,24.177,23.667,0.474,0.841,0.946,39.71
1205180097,130,180.50,97.50,178.080763,-0.832359,0.5366,1,27.362,26.448,0.371,0.537,0.910,47.03
1205187157,212,187.50,157.50,178.080374,-0.829025,0.2366,1,25.298,25.034,0.410,0.614,0.795,58.99
1205193352,57,193.50,352.50,178.080041,-0.818192,1.3718,3,25.195,25.312,0.589,0.888,0.574,126.05
1205196165,5,196.50,165.50,178.079874,-0.828581,0.2917,4,20.378,19.941,0.908,1.952,0.841,163.53
1205197197,3,197.50,197.50,178.079819,-0.826803,0.2912,4,18.587,18.115,1.725,3.466,0.931,43.35
1205197346,22,197.50,346.50,178.079819,-0.818525,0.7877,4,23.646,23.281,0.594,1.073,0.787,138.08
1205198244,56,198.50,244.50,178.079763,-0.824192,0.7954,3,26.666,25.978,0.344,0.538,0.813,75.06
1205205254,8,205.50,254.50,178.079374,-0.823637,0.4817,4,21.936,21.579,0.819,1.598,0.611,106.29
1205219132,87,219.50,132.50,178.078596,-0.830414,0.6527,1,25.595,25.295,0.547,0.914,0.781,92.62
1205219146,32,219.50,146.50,178.078596,-0.829637,0.9161,3,24.752,24.378,0.403,0.701,0.802,60.68
1205223075,220,223.50,75.50,178.078374,-0.833581,0.2814,1,27.419,26.688,0.273,0.444,0.941,31.44
1205224217,73,224.50,217.50,178.078319,-0.825692,0.7566,3,26.355,25.930,0.383,0.617,0.945,178.91
1205224248,16,224.50,248.50,178.078319,-0.823970,0.6891,4,23.997,23.332,0.396,0.785,0.989,7.15
